id,name,mail_address_1,mail_address_2,city,state,country,zip,phone,fitter,retailer,longitude,latitude,created_at,updated_at,place_id,website,formatted_address,google_places_name,email,duplicate_domain,source_brand,source_url,added_to_ac,sent_email
1076,Belfair Plantation Golf Shop,200 Belfair Oaks Blvd,"Bluffton, SC 29910-4881",Bluffton,SC,UNITED STATES,29910-4881,843-757-0715,true,true,,,,,,http://www.belfair1811.com/,"4881, 200 Belfair Oaks Blvd, Bluffton, SC 29910, USA",Belfair,,,,,,
1078,Golf Galaxy Upland,1221 E 19th St,"Upland, CA 91784-9285",Upland,CA,UNITED STATES,91784-9285,909-982-8690 ,true,true,,,,,,https://stores.golfgalaxy.com/ca/upland/3240/?seo=localpack,"1221 E 19th St, Upland, CA 91784, USA",Golf Galaxy,,,,,,
1079,Raspberry Falls Golf and Hunt Club,41601 Raspberry Dr,"Leesburg, VA 20176-6271",Leesburg,VA,UNITED STATES,20176-6271,703-779-2555,true,true,,,,,,http://www.raspberryfalls.com/,"41601 Raspberry Dr, Leesburg, VA 20176, USA",Raspberry Falls Golf & Hunt Club,,,,,,
1081,Dulles Golf Center,21593 Jesse Ct,"Dulles, VA 20166-8917",Dulles,VA,UNITED STATES,20166-8917,703-404-8800,true,true,,,,,,http://www.dullesgolf.com/,"21593 Jesse Ct, Sterling, VA 20166, USA",Dulles Golf Center & Sports Park,,,,,,
1082,Golf House,Bldg 901,"Carlisle, PA 17013",Carlisle,PA,UNITED STATES,17013,717-243-3262,true,true,,,,,,https://bongiornocc.com/forest-hills-golf-course,"430 Union Hall Rd, Carlisle, PA 17013, USA",Forest Hills Golf Course,,,,,,
1083,Sierra Sage Pro Shop,6355 Silver Lake Rd,"Reno, NV 89506-1758",Reno,NV,UNITED STATES,89506-1758,775-972-1564 ,true,true,,,,,,http://www.sierrasagegolf.org/,"6355 Silver Lake Road, Reno, NV 89506, USA",Sierra Sage Golf Course,,,,,,
1084,Club of Stono Ferry Pro Shop,4812 Stono Links Dr,"Hollywood, SC 29449-5973",Hollywood,SC,UNITED STATES,29449-5973,843-763-1817,true,true,,,,,,http://www.stonoferrygolf.com/,"5405 Stono Ferry Course, Charleston, SC 29407, USA",Stono Ferry Golf Course Maintenance,,,,,,
1085,Edwin Watts Golf - Saint Simons Island,230 Retreat Vlg,"St Simons Island, GA 31522-2403",St Simons Island,GA,UNITED STATES,31522-2403,912-638-5034 ,true,true,,,,,,https://www.worldwidegolfshops.com/locations/edwin-watts-golf-saint-simons-island-230-retreat-village.html,"230 Retreat Village, St Simons, GA 31522, USA",Edwin Watts Golf,,,,,,
1086,Mulligans Inc,1675 Ashland Rd,"Richmond, VA 23233-7416",Richmond,VA,UNITED STATES,23233-7416,804-784-6070 ,true,true,,,,,,http://www.mulligansgolfshopva.com/,"1675 Ashland Rd, Richmond, VA 23233, USA",Mulligan's Golf Shop,,,,,,
1087,James River Golf Shop,709 S Gaskins Rd,"Richmond, VA 23238-5903",Richmond,VA,UNITED STATES,23238-5903,804-287-1476,true,true,,,,,,http://www.theccv.org/,"709 S Gaskins Rd, Richmond, VA 23238, USA",The Country Club of Virginia - James River,,,,,,
1088,Edwin Watts Golf - Charleston,946 Orleans Rd,"Charleston, SC 29407-4815",Charleston,SC,UNITED STATES,29407-4815,843-763-1995 ,true,true,,,,,,https://www.worldwidegolfshops.com/locations/edwin-watts-golf-charleston-946-orleans-rd-.html,"946 Orleans Rd, Charleston, SC 29407, USA",Edwin Watts Golf,,,,,,
1089,Alta Vista Country Club,777 Alta Vista St,"Placentia, CA 92870-5101",Placentia,CA,UNITED STATES,92870-5101,714-528-1103,true,true,,,,,,http://www.altavistacc.com/,"777 Alta Vista St, Placentia, CA 92870, USA",Alta Vista Country Club,,,,,,
1090,Golf Galaxy Brea,835 E Birch St,"Brea, CA 92821-5765",Brea,CA,UNITED STATES,92821-5765,714-674-4970 ,true,true,,,,,,https://stores.golfgalaxy.com/ca/brea/3239/?seo=localpack,"835 E Birch St, Brea, CA 92821, USA",Golf Galaxy,,,,,,
1092,Golf Galaxy San Diego,824 Camino Del Rio N,"San Diego, CA 92108-3208",San Diego,CA,UNITED STATES,92108-3208,619-497-0568,true,true,,,,,,https://stores.golfgalaxy.com/ca/san-diego/3206/?seo=localpack,"824 Camino Del Rio N, San Diego, CA 92108, USA",Golf Galaxy,,,,,,
1094,Golftec Tysons Corner,8250 Greensboro Dr,"Mclean, VA 22102-4902",Mclean,VA,UNITED STATES,22102-4902,703-942-5000,true,true,,,,,,https://www.golftec.com/golf-lessons/fairfax-county/tysons-corner?utm_source=gmb&utm_medium=organic&utm_campaign=tysosn-corner,"8250 Greensboro Dr, McLean, VA 22102, USA",GOLFTEC Tysons Corner,,,,,,
1095,Lakewood Country Club,13901 Glen Mill Rd,"Rockville, MD 20850-3426",Rockville,MD,UNITED STATES,20850-3426,301-762-9592,true,true,,,,,,http://www.lakewoodcc.org/,"13901 Glen Mill Rd, Rockville, MD 20850, USA",Lakewood Country Club,,,,,,
1096,Golf Galaxy Pasadena,3635 E Foothill Blvd,"Pasadena, CA 91107-3121",Pasadena,CA,UNITED STATES,91107-3121,626-351-1963,true,true,,,,,,https://stores.golfgalaxy.com/ca/pasadena/3214/?seo=localpack,"3635 E Foothill Blvd, Pasadena, CA 91107, USA",Golf Galaxy,,,,,,
1097,Bethesda Country Club,7601 Bradley Blvd,"Bethesda, MD 20817-1433",Bethesda,MD,UNITED STATES,20817-1433,301-365-1703 ,true,true,,,,,,http://www.bethesdacountryclub.org/,"7601 Bradley Blvd, Bethesda, MD 20817, USA",Bethesda Country Club,,,,,,
1098,Golftec Pasadena,2245 E Colorado Blvd Ste 204,"Pasadena, CA 91107-6829",Pasadena,CA,UNITED STATES,91107-6829,626-356-0215 ,true,true,,,,,,http://www.golftec.com/golf-lessons/los-angeles/pasadena?utm_source=gmb&utm_medium=organic&utm_campaign=pasadena,"2245 E Colorado Blvd, Pasadena, CA 91107, USA",GOLFTEC Pasadena,,,,,,
1099,The Club Fix,185 Paularino Ave Ste A,"Costa Mesa, CA 92626-3324",Costa Mesa,CA,UNITED STATES,92626-3324,949-222-9194,true,true,,,,,,http://www.theclubfix.com/,"185 Paularino Ave, Costa Mesa, CA 92626, USA",The Club Fix,,,,,,
1100,Golftec Irvine,18021 Sky Park Cir Bldg 68 Ste E,"Irvine, CA 92614-6523",Irvine,CA,UNITED STATES,92614-6523,949-724-9081 ,true,true,,,,,,http://www.golftec.com/golf-lessons/orange-county/irvine?utm_source=gmb&utm_medium=organic&utm_campaign=irvine,"18021 Sky Park Circle, Building 68, Suite E1, Irvine, CA 92614, USA",GOLFTEC Irvine,,,,,,
1102,Willow Oaks Country Club Pro Shop,6228 Forest Hill Ave,"Richmond, VA 23225-1834",Richmond,VA,UNITED STATES,23225-1834,804-272-1455,true,true,,,,,,http://www.willowoakscc.org/,"6228 Forest Hill Ave, Richmond, VA 23225, USA",Willow Oaks Country Club,,,,,,
1103,Washington Golf and Country Club,3017 N Glebe Rd,"Arlington, VA 22207-4228",Arlington,VA,UNITED STATES,22207-4228,703-522-7091,true,true,,,,,,http://www.washingtongolfcc.org/,"3017 N Glebe Rd, Arlington, VA 22207, USA",Washington Golf & Country Club,,,,,,
1104,Annandale Golf Club Pro Shop,1 N San Rafael Ave,"Pasadena, CA 91105-1247",Pasadena,CA,UNITED STATES,91105-1247,626-795-8253,true,true,,,,,,http://www.annandalegolf.com/,"1 N San Rafael Ave, Pasadena, CA 91105, USA",Annandale Golf Club,,,,,,
1105,Mount Vernon Country Club,5111 Old Mill Rd,"Alexandria, VA 22309-3948",Alexandria,VA,UNITED STATES,22309-3948,703-780-3590,true,true,,,,,,http://www.mountvernoncc.org/,"5111 Old Mill Rd, Alexandria, VA 22309, USA",Mount Vernon Country Club,,,,,,
1106,Roger Dunn - Visalia,1813 W Caldwell Ave Ste A,"Visalia, CA 93277-8003",Visalia,CA,UNITED STATES,93277-8003,559-436-0464 ,true,true,,,,,,https://therogerdunngolf.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb_visalia,"1813 W Caldwell Ave, Visalia, CA 93277, USA",Roger Dunn Golf Shops - Visalia,,,,,,
1107,Briarwood Golf Club,4775 W Market St,"York, PA 17408-6032",York,PA,UNITED STATES,17408-6032,717-792-9776,true,true,,,,,,http://www.briarwoodgolfclubs.com/,"4775 W Market St, York, PA 17408, USA",Briarwood Golf Club,,,,,,
1108,Golftec Huntington Beach,15811 Graham St,"Huntington Beach, CA 92649-1723",Huntington Beach,CA,UNITED STATES,92649-1723,714-841-9608 ,true,true,,,,,,http://www.golftec.com/golf-lessons/orange-county/huntington-beach?utm_source=gmb&utm_medium=organic&utm_campaign=huntington-beach,"15811 Graham St, Huntington Beach, CA 92649, USA",GOLFTEC Huntington Beach,,,,,,
1109,Piney Branch Golf Course,5301 Trenton Mill Rd,"Upperco, MD 21155-9372",Upperco,MD,UNITED STATES,21155-9372,410-239-7115,true,true,,,,,,https://www.pineybranchgolf.com/,"5301 Trenton Mill Rd, Upperco, MD 21155, USA",Piney Branch Golf Course,,,,,,
1112,Tee To Green Golf Center,2011 Montour Blvd,"Danville, PA 17821-8698",Danville,PA,UNITED STATES,17821-8698,570-275-8335,true,true,,,,,,http://tee-to-green.com/,"1501 Montour Blvd, Danville, PA 17821, USA",Tee-To-Green Golf Center,,,,,,
1114,Golf Galaxy Columbia,6650 Marie Curie Dr,"Elkridge, MD 21075-6456",Elkridge,MD,UNITED STATES,21075-6456,410-872-8637,true,true,,,,,,https://stores.golfgalaxy.com/md/elkridge/3088/?seo=localpack,"6650 Marie Curie Dr, Elkridge, MD 21075, USA",Golf Galaxy,,,,,,
1116,Golftec South Bay,22750 Hawthorne Blvd 101b,"Torrance, CA 90505",Torrance,CA,UNITED STATES,90505,310-378-7676 ,true,true,,,,,,http://www.golftec.com/golf-lessons/los-angeles/south-bay?utm_source=gmb&utm_medium=organic&utm_campaign=south-bay,"22750 Hawthorne Blvd, Torrance, CA 90505, USA",GOLFTEC South Bay,,,,,,
1118,Golftec Santa Monica,918 Colorado Ave,"Santa Monica, CA 90401-2717",Santa Monica,CA,UNITED STATES,90401-2717,310-458-2636,true,true,,,,,,http://www.golftec.com/golf-lessons/los-angeles/santa-monica?utm_source=gmb&utm_medium=organic&utm_campaign=santa-monica,"918 Colorado Ave, Santa Monica, CA 90404, USA",GOLFTEC Santa Monica,,,,,,
1120,Roger Dunn - Canoga Park,21603 Victory Blvd,"Canoga Park, CA 91303",Canoga Park,CA,UNITED STATES,91303,818-914-3280,true,true,,,,,,https://www.worldwidegolfshops.com/locations/roger-dunn-golf-shops-canoga-park-21603-victory-blvd.html,"21603 Victory Blvd, Canoga Park, CA 91303, USA",Roger Dunn Golf Shops,,,,,,
1121,Golf Etc Lancaster,1264 Lititz Pike,"Lancaster, PA 17601-4340",Lancaster,PA,UNITED STATES,17601-4340,717-945-6817,true,true,,,,,,http://lancastergolfshop.com/,"1264 Lititz Pike, Lancaster, PA 17601, USA",Golf Etc. Lancaster,,,,,,
1122,Fox Hollow Golf Club,115 E Towsontown Blvd,"Towson, MD 21286-5352",Towson,MD,UNITED STATES,21286-5352,410-887-1349,true,true,,,,,,http://www.baltimoregolfing.com/,"1 Cardigan Rd, Lutherville-Timonium, MD 21093, USA",Fox Hollow Golf Course,,,,,,
1123,River Landing Sports Shop,120 Clubhouse Dr,"Wallace, NC 28466",Wallace,NC,UNITED STATES,28466,910-285-4171,true,true,,,,,,http://www.nssnc.com/,"225 E New Bern Rd, Kinston, NC 28504, USA",Neuse Sport Shop,,,,,,
1124,Golf Galaxy - Syracuse,3409 Erie Blvd E Ste 130,"De Witt, NY 13214-1680",De Witt,NY,UNITED STATES,13214-1680,315-446-4686,true,true,,,,,,https://stores.golfgalaxy.com/ny/dewitt/3065/?seo=localpack,"3409 Erie Blvd E, Dewitt, NY 13214, USA",Golf Galaxy,,,,,,
1125,Golf Central,3131 Sw College Rd Ste 407,"Ocala, FL 34474-4473",Ocala,FL,UNITED STATES,34474-4473,352-512-9090 ,true,true,,,,,,http://www.golfcentralgolfshop.com/,"3131 SW College Rd, Ocala, FL 34474, USA",Golf Central,,,,,,
1126,Huntsville Golf Club,1334 Market St,"Dallas, PA 18612-3125",Dallas,PA,UNITED STATES,18612-3125,570-674-3673,true,true,,,,,,http://golf-huntsville.com/,"1334 Market St, Dallas, PA 18612, USA",Huntsville Golf Club,,,,,,
1127,Addicted To Golf,3032 Richmond Rd Ste 2b,"Williamsburg, VA 23185-7000",Williamsburg,VA,UNITED STATES,23185-7000,757-253-7696 ,true,true,,,,,,http://www.golfclubsyorktownvirginiabeach.com/,"3032 Richmond Rd, Williamsburg, VA 23185, USA",Addicted to Golf,,,,,,
1128,Wyoming Valley Country Club,1695 S Main St,"Hanover Township, PA 18706-5303",Hanover Township,PA,UNITED STATES,18706-5303,570-825-9489,true,true,,,,,,http://www.wyomingvalleycountryclub.com/,"1695 S Main St, Hanover, PA 18706, USA",Wyoming Valley Country Club,,,,,,
1129,Magnolia Greens Plantation,1800 Tommy Jacobs Dr,"Leland, NC 28451-6302",Leland,NC,UNITED STATES,28451-6302,910-383-0999 ,true,true,,,,,,http://www.magnoliagreensgolf.com/,"1800 Tommy Jacobs Dr, Leland, NC 28451, USA",Magnolia Greens Golf Course,,,,,,
1131,Fox Hill Country Club Pro Shop,454 Tunkhannock Ave,"Exeter, PA 18643-1224",Exeter,PA,UNITED STATES,18643-1224,570-654-9242,true,true,,,,,,http://foxhillcountryclub.net/,"454 Tunkhannock Ave, Exeter, PA 18643, USA",Fox Hill Country Club,,,,,,
1132,Suntides Golf Course Pro Shop,231 Pence Rd,"Yakima, WA 98908-2257",Yakima,WA,UNITED STATES,98908-2257,509-966-9065,true,true,,,,,,http://suntidesgolf.com/,"2257, 231 Pence Rd, Yakima, WA 98908, USA",Suntides Golf Course,,,,,,
1133,Pro Golf of Bend,100 Ne Bend River Mall Dr Ste 102,"Bend, OR 97703-7560",Bend,OR,UNITED STATES,97703-7560,541-593-4653 ,true,true,,,,,,http://parxgolfbend.com/,"100 NE Bend River Mall Dr #102, Bend, OR 97703, USA",Parscription Golf,,,,,,
1134,Cape Fear Country Club,1518 Country Club Rd,"Wilmington, NC 28403-4819",Wilmington,NC,UNITED STATES,28403-4819,910-762-4652,true,true,,,,,,https://www.capefearcountryclub.net/,"1518 Country Club Rd, Wilmington, NC 28403, USA",Cape Fear Country Club,,,,,,
1135,Glen Oak Country Club Pro Shop,250 Oakford Rd,"Waverly Township, PA 18411-9239",Waverly Township,PA,UNITED STATES,18411-9239,570-587-4024 ,true,true,,,,,,http://www.glenoakcc.com/,"250 Oakford Rd, Clarks Summit, PA 18411, USA",Glen Oak Country Club,,,,,,
1136,Edwin Watts Golf - Lady Lake,676 N Us Highway 441,"Lady Lake, FL 32159-3777",Lady Lake,FL,UNITED STATES,32159-3777,(352) 205-7005,true,true,,,,,,https://www.worldwidegolfshops.com/locations/edwin-watts-golf-lady-lake-676-n-us-highway-441.html,"676 N US-441, Lady Lake, FL 32159, USA",Edwin Watts Golf,,,,,,
1137,Newark Country Club,300 W Main St,"Newark, DE 19711-3218",Newark,DE,UNITED STATES,19711-3218,302-368-7008 ,true,true,,,,,,http://www.newarkcc.com/,"300 W Main St, Newark, DE 19715, USA",Newark Country Club,,,,,,
1138,Golf Galaxy Sacramento ,5771 Five Star Blvd Ste 150,"Roseville, CA 95678-3456",Roseville,CA,UNITED STATES,95678-3456,916-517-1147,true,true,,,,,,https://stores.golfgalaxy.com/ca/roseville/3080/?seo=localpack,"5771 Five Star Blvd, Roseville, CA 95678, USA",Golf Galaxy,,,,,,
1139,North Ridge Country Club,7600 Madison Ave,"Fair Oaks, CA 95628-3400",Fair Oaks,CA,UNITED STATES,95628-3400,916-967-5716,true,true,,,,,,http://www.northridgegolf.com/Home.do,"7600 Madison Ave, Fair Oaks, CA 95628, USA",North Ridge Country Club,,,,,,
1140,Ancil Hoffman Golf Shop,6700 Tarshes Dr,"Carmichael, CA 95608-5325",Carmichael,CA,UNITED STATES,95608-5325,916-482-3813 ,true,true,,,,,,http://www.golfancilhoffman.com/,"6700 Tarshes Dr, Carmichael, CA 95608, USA",Ancil Hoffman Golf Course,,,,,,
1141,Applebrook Golf Club Pro Shop,100 Line Rd,"Malvern, PA 19355-3318",Malvern,PA,UNITED STATES,19355-3318,610-647-7660,true,true,,,,,,http://www.applebrookgolfclub.com/,"100 Line Rd, Malvern, PA 19355, USA",Applebrook Golf Club,,,,,,
1142,Golf Galaxy Clearwater,2753 Gulf To Bay Blvd,"Clearwater, FL 33759-3945",Clearwater,FL,UNITED STATES,33759-3945,727-712-3281,true,true,,,,,,https://stores.golfgalaxy.com/fl/clearwater/3209/?seo=localpack,"2753 Gulf to Bay Blvd, Clearwater, FL 33759, USA",Golf Galaxy,,,,,,
1143,Golf Galaxy Allentown ,937 Airport Center Dr,"Allentown, PA 18109-9384",Allentown,PA,UNITED STATES,18109-9384,610-264-8712 ,true,true,,,,,,https://stores.golfgalaxy.com/pa/allentown/3092/?seo=localpack,"937 Airport Center Rd, Allentown, PA 18109, USA",Golf Galaxy,,,,,,
1145,Saucon Valley Country Club,2050 Saucon Valley Rd,"Bethlehem, PA 18015-9055",Bethlehem,PA,UNITED STATES,18015-9055,610-758-7179,true,true,,,,,,http://sauconvalleycc.org/,"2050 Saucon Valley Rd, Bethlehem, PA 18015, USA",Saucon Valley Country Club,,,,,,
1146,Edwin Watts Golf - Tampa,11921 N Dale Mabry Hwy Ste 9,"Tampa, FL 33618-3512",Tampa,FL,UNITED STATES,33618-3512,813-960-5330 ,true,true,,,,,,https://www.worldwidegolfshops.com/locations/edwin-watts-golf-tampa-11921-n--dale-mabry.html,"11921 North Dale Mabry Highway Ste. 9 Ste. 9, Tampa, FL 33618, USA",Edwin Watts Golf,,,,,,
1147,Beacon Golf Center,9512 River Rd,"Marcy, NY 13403-2073",Marcy,NY,UNITED STATES,13403-2073,315-380-8142,true,true,,,,,,https://beacongolfcenter.wixsite.com/beacongolf,"9512 River Rd, Marcy, NY 13403, USA",Beacon Golf Center,,,,,,
1148,Roger Dunn - Stockton,5759 Pacific Ave Ste B130,"Stockton, CA 95207-5162",Stockton,CA,UNITED STATES,95207-5162,209-472-0280 ,true,true,,,,,,https://therogerdunngolf.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb_stockton,"5759 Pacific Ave B130, Stockton, CA 95207, USA",Roger Dunn Golf Shops - Stockton,,,,,,
1149,Green Pond Country Club,3604 Farmersville Rd,"Bethlehem, PA 18020-9764",Bethlehem,PA,UNITED STATES,18020-9764,610-691-9453,true,true,,,,,,http://www.greenpondcc.com/,"3604 Farmersville Rd, Bethlehem, PA 18020, USA",Green Pond Country Club,,,,,,
1150,Golf Headquarters,741 Eden Way N Ste 312,"Chesapeake, VA 23320-3072",Chesapeake,VA,UNITED STATES,23320-3072,757-548-3211 ,true,true,,,,,,http://www.golfheadquarters.com/,"741 Eden Way N #312, Chesapeake, VA 23320, USA",Bobick's Golf Headquarters,,,,,,
1151,Overbrook Golf Club,799 Godfrey Rd,"Villanova, PA 19085",Villanova,PA,UNITED STATES,19085,610-687-6135 ,true,true,,,,,,http://overbrookgolfclub.com/,"799 Godfrey Rd, Villanova, PA 19085, USA",Overbrook Golf Club,,,,,,
1152,Golftec Westshore,4142 W Boy Scout Blvd,"Tampa, FL 33607-5714",Tampa,FL,UNITED STATES,33607-5714,813-202-8516 ,true,true,,,,,,https://www.golftec.com/golf-lessons/tampa/westshore?utm_source=gmb&utm_medium=organic&utm_campaign=westshore,"4142 W Boy Scout Blvd, Tampa, FL 33607, USA",GOLFTEC Westshore,,,,,,
1153,Golf Galaxy - Virginia Beach,4000 Virginia Beach Blvd Ste 214b,"Virginia Beach, VA 23452-1786",Virginia Beach,VA,UNITED STATES,23452-1786,757-305-9837,true,true,,,,,,https://stores.golfgalaxy.com/va/virginia-beach/3032/?seo=localpack,"4000 Virginia Beach Blvd, Virginia Beach, VA 23452, USA",Golf Galaxy,,,,,,
1154,Golf Galaxy Montgomeryville ,31 Airport Sq,"North Wales, PA 19454-1419",North Wales,PA,UNITED STATES,19454-1419,267-218-7060,true,true,,,,,,https://stores.golfgalaxy.com/pa/north-wales/3095/?seo=localpack,"31 Airport Square, North Wales, PA 19454, USA",Golf Galaxy,,,,,,
1155,The College Golf Course at Delhi,85 Scotch Mountain Rd,"Delhi, NY 13753-2357",Delhi,NY,UNITED STATES,13753-2357,607-746-4653,true,true,,,,,,https://golfcourse.delhi.edu/,"96 Scotch Mountain Rd, Delhi, NY 13753, USA",The College Golf Course at Delhi,,,,,,
1156,Golf Galaxy Altamonte Springs,297 W Sr 436,"Altamonte Springs, FL 32714-4228",Altamonte Springs,FL,UNITED STATES,32714-4228,407-389-1295 ,true,true,,,,,,https://stores.golfgalaxy.com/fl/altamonte-springs/3232/?seo=localpack,"297 West State Road 436, Altamonte Springs, FL 32714, USA",Golf Galaxy,,,,,,
1157,Lone Palm Golf Club,800 Lone Palm Dr,"Lakeland, FL 33815-3480",Lakeland,FL,UNITED STATES,33815-3480,863-499-5480,true,true,,,,,,http://www.lonepalmgc.com/,"800 Lone Palm Dr, Lakeland, FL 33815, USA",Lone Palm Golf Club,,,,,,
1158,Roger Dunn - Arroyo Grande,190 Station Way,"Arroyo Grande, CA 93420-3372",Arroyo Grande,CA,UNITED STATES,93420-3372,805-481-3866,true,true,,,,,,http://rogerdunngolfag.com/,"190 Station Way, Arroyo Grande, CA 93420, USA",Roger Dunn Golf,,,,,,
1159,Golfland Warehouse,3195 S Higuera St,"San Luis Obispo, CA 93401-6922",San Luis Obispo,CA,UNITED STATES,93401-6922,805-544-4653 ,true,true,,,,,,https://www.golflandwarehouse.com/,"3195 S Higuera St, San Luis Obispo, CA 93401, USA",Golfland Warehouse,,,,,,
1160,Golftec Millenia,4201 Vineland Rd Ste I10,"Orlando, FL 32811-7486",Orlando,FL,UNITED STATES,32811-7486,407-370-2755,true,true,,,,,,http://www.golftec.com/golf-lessons/orlando/millenia?utm_source=gmb&utm_medium=organic&utm_campaign=millenia,"4201 Vineland Rd I-10, Orlando, FL 32811, USA",GOLFTEC Millenia,,,,,,
1161,Golf Galaxy Turkey Lake ,8055 Turkey Lake Rd,"Orlando, FL 32819-7382",Orlando,FL,UNITED STATES,32819-7382,407-248-4990,true,true,,,,,,https://stores.golfgalaxy.com/fl/orlando/3096/?seo=localpack,"8055 Turkey Lake Rd, Orlando, FL 32819, USA",Golf Galaxy,,,,,,
1162,Grand Cypress Academy of Golf,1 N Jacaranda St,"Orlando, FL 32836-6618",Orlando,FL,UNITED STATES,32836-6618,407-239-4700 ,true,true,,,,,,https://www.grandcypress.com/fl_golf_academy/?locale=en,"Orlando, FL 32836, USA",Grand Cypress Academy,,,,,,
1163,Golf Galaxy Oxford Valley,500 Oxford Valley Rd,"Langhorne, PA 19047-8308",Langhorne,PA,UNITED STATES,19047-8308,215-359-3417,true,true,,,,,,https://stores.golfgalaxy.com/pa/langhorne/3078/?seo=localpack,"500 Oxford Valley Rd, Langhorne, PA 19047, USA",Golf Galaxy,,,,,,
1164,Newton Country Club,25 Club Rd,"Newton, NJ 07860-2765",Newton,NJ,UNITED STATES,07860-2765,973-383-9394,true,true,,,,,,http://newtoncountryclub.com/,"25 Club Rd, Newton, NJ 07860, USA",Newton Golf and Country Club,,,,,,
1166,The Bedens Brook Club,240 Rolling Hill Rd,"Skillman, NJ 08558-2323",Skillman,NJ,UNITED STATES,08558-2323,609-466-3063 ,true,true,,,,,,http://www.bedensbrook.com/,"240 Rolling Hill Rd, Skillman, NJ 08558, USA",The Bedens Brook Club,,,,,,
1167,Lakewood Ranch Golf Course Pro Shop,16235 Players Dr,"Lakewood Ranch, FL 34202-5607",Lakewood Ranch,FL,UNITED STATES,34202-5607,941-907-4710,true,true,,,,,,http://www.lakewoodranchgolf.com/,"7650 Legacy Blvd, Lakewood Ranch, FL 34202, USA",Lakewood Ranch Golf & Country Club,,,,,,
1169,Blackhawk Country Club,599 Blackhawk Club Dr,"Danville, CA 94506-4522",Danville,CA,UNITED STATES,94506-4522,925-736-6500 X593,true,true,,,,,,http://www.blackhawkcc.org/,"599 Blackhawk Club Dr, Danville, CA 94506, USA",Blackhawk Country Club,,,,,,
1170,Silver Creek Valley Country Club,5460 Country Club Pkwy,"San Jose, CA 95138-2215",San Jose,CA,UNITED STATES,95138-2215,408-239-5775 ,true,true,,,,,,http://www.scvcc.com/,"5460 Country Club Pkwy, San Jose, CA 95138, USA",Silver Creek Valley Country Club,,,,,,
